,listing_key,listing_creation_date,loan_origination_date,loan_original_amount,monthly_loan_payment,percent_funded,term,borrower_apr,prosper_rating_alpha,listing_category_numeric,listing_category_alpha
89826,25AB356310411797475A111,2012-11-05 15:33:34.857000000,2012-11-13 00:00:00,6500,234.14,1.0,36,0.21434,C,15,Medical/Dental
89834,49853534976805868D5FC6E,2012-01-04 17:51:36.440000000,2012-09-07 00:00:00,25000,592.91,1.0,60,0.17184,A,1,Debt Consolidation
89838,613935509316412344D5333,2012-07-06 11:45:37.470000000,2012-07-18 00:00:00,9500,335.21,1.0,36,0.19921,B,2,Home Improvement
89839,613B3539432215222049BD5,2012-02-23 13:27:31.903000000,2012-03-01 00:00:00,11500,430.26,1.0,36,0.24246,C,2,Home Improvement
89840,61523555993431368C138A7,2012-08-13 17:26:29.290000000,2012-08-17 00:00:00,8000,241.04,1.0,60,0.2893,D,2,Home Improvement
89846,6B493550437146508C35576,2012-07-03 18:36:45.937000000,2012-07-11 00:00:00,12500,441.07,1.0,36,0.19921,B,20,Wedding Loans
89860,A00F35395289883549916F7,2012-02-22 13:44:37.503000000,2012-02-28 00:00:00,15000,348.71,1.0,60,0.15784,A,3,Business
89869,DBD83545635981007D36B4A,2012-04-21 09:13:49.443000000,2012-05-01 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
89871,DBE835489753764832D1BC9,2012-06-13 14:32:47.817000000,2012-06-22 00:00:00,15000,439.3,1.0,60,0.27462,C,2,Home Improvement
89895,452935472402271194B99AE,2012-05-12 21:13:26.043000000,2012-05-17 00:00:00,4000,151.69,1.0,36,0.25259,C,9,Boat
89902,BF7535477925996969A9E85,2012-05-14 05:35:54.030000000,2012-05-17 00:00:00,8000,303.38,1.0,36,0.25259,C,11,Engagement Ring
89904,BF8C3547363600014BDDC84,2012-05-14 16:16:29.773000000,2012-05-17 00:00:00,2000,86.85,1.0,36,0.35797,HR,1,Debt Consolidation
89921,604D3556442738507292CF0,2012-08-29 13:41:55.853000000,2012-09-06 00:00:00,20000,586.79,1.0,60,0.27554,C,1,Debt Consolidation
89931,6B59355271480319718F7D8,2012-07-27 10:06:13.753000000,2012-08-06 00:00:00,3000,130.28,1.0,36,0.35797,HR,13,Household Expenses
89932,6B5B35631198919366DA757,2012-11-18 23:15:23.060000000,2012-12-06 00:00:00,14383,560.23,0.9588,36,0.27285,D,1,Debt Consolidation
89938,EE5035610154267681BD7DC,2012-10-23 07:51:34.207000000,2012-10-25 00:00:00,5000,160.73,1.0,36,0.12528,A,19,Vacation
89942,EE5E3560282130102241B3F,2012-10-12 17:07:08.923000000,2012-10-26 00:00:00,15000,540.33,1.0,36,0.21434,C,2,Home Improvement
89957,E3C6355252216130456D9D8,2012-07-07 14:05:30.337000000,2012-07-31 00:00:00,7500,266.61,1.0,36,0.20462,B,6,Auto
89959,E3CE35602936722935E6822,2012-10-17 11:20:30.577000000,2012-11-20 00:00:00,12000,351.44,1.0,60,0.27462,D,13,Household Expenses
89961,E3E43548864483032260F7F,2012-05-28 05:06:28.617000000,2012-05-31 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
89966,8B7135635723509063DA3AA,2012-11-13 13:19:29.050000000,2012-11-15 00:00:00,2500,93.15,1.0,36,0.23939,C,6,Auto
89967,8B7F3560618784251D12438,2012-10-09 09:06:38.513000000,2012-10-12 00:00:00,24500,704.53,1.0,60,0.26528,C,1,Debt Consolidation
89970,88B3354270565888202C52F,2012-03-16 09:08:12.677000000,2012-03-20 00:00:00,4000,173.71,1.0,36,0.35797,HR,13,Household Expenses
89972,88BD356238334136629BD1F,2012-10-30 20:14:17.270000000,2012-11-07 00:00:00,2000,54.31,1.0,60,0.23656,C,13,Household Expenses
89973,AF843536685624953DCF42E,2012-01-07 16:53:57.447000000,2012-01-10 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
89978,F516356170070997849185B,2012-10-24 15:42:38.620000000,2012-10-31 00:00:00,15000,572.78,1.0,36,0.25781,D,1,Debt Consolidation
89985,405C35350493094657005C6,2011-12-20 17:29:45.283000000,2012-01-27 00:00:00,3500,107.26,1.0,36,0.06828,AA,1,Debt Consolidation
89988,406935587530167027BE2C8,2012-09-25 12:38:28.217000000,2012-10-03 00:00:00,7000,250.76,1.0,36,0.21025,C,13,Household Expenses
89991,AEEA356054610670229F8DC,2012-10-23 13:39:54.660000000,2012-10-29 00:00:00,7400,233.22,1.0,36,0.09736,AA,1,Debt Consolidation
89996,AF17354687590118378EF8D,2012-05-22 11:24:32.787000000,2012-05-29 00:00:00,15000,450.0,1.0,60,0.28704,D,3,Business
90010,5EB13536015852827CFEE03,2012-01-11 17:58:24.533000000,2012-01-19 00:00:00,15000,459.67,1.0,36,0.06828,AA,14,Large Purchases
90015,6E9C3550690570942CC55C5,2012-06-25 08:36:47.507000000,2012-07-05 00:00:00,7000,168.41,1.0,60,0.17849,A,3,Business
90016,6EA835617252348476AE113,2012-10-31 06:18:11.970000000,2012-11-07 00:00:00,6500,258.16,1.0,36,0.2878,D,15,Medical/Dental
90022,6A9B356083540502280B554,2012-10-23 17:28:29.897000000,2012-11-13 00:00:00,2000,86.85,1.0,36,0.35797,HR,15,Medical/Dental
90026,E4843537124386813C0BC16,2012-01-25 17:26:41.390000000,2012-01-30 00:00:00,6500,223.7,1.0,36,0.17359,B,1,Debt Consolidation
90029,C9773539491246502CA9540,2012-02-25 20:20:21.620000000,2012-02-29 00:00:00,2000,86.85,1.0,36,0.35797,HR,18,Taxes
90031,C97F35357037486288DE4DC,2012-01-03 06:03:01.943000000,2012-01-05 00:00:00,3500,151.03,1.0,36,0.35285,HR,15,Medical/Dental
90037,B3A23558746291410D3C5AC,2012-09-25 09:52:11.550000000,2012-09-28 00:00:00,18000,401.13,1.0,60,0.14341,AA,1,Debt Consolidation
90038,B3AB3542668317594063BC2,2012-04-02 08:41:03.127000000,2012-04-10 00:00:00,4000,168.89,1.0,36,0.33553,E,2,Home Improvement
90039,B3B33548286360278BC1A99,2012-06-07 13:31:04.990000000,2012-06-18 00:00:00,5000,179.96,1.0,36,0.21372,B,13,Household Expenses
90045,F80D3552235886391E59E4E,2012-07-06 15:40:10.123000000,2012-07-16 00:00:00,5000,146.43,1.0,60,0.27462,C,1,Debt Consolidation
90066,C3EA3552108573763CD561A,2012-07-03 08:14:29.027000000,2012-07-13 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
90071,4576355643696201972A7A3,2012-08-21 01:15:33.113000000,2012-08-29 00:00:00,15000,592.36,1.0,36,0.28339,D,14,Large Purchases
90081,C1E63542208388790BF1A20,2012-03-26 11:05:50.297000000,2012-03-30 00:00:00,12000,387.15,1.0,36,0.12782,A,1,Debt Consolidation
90084,A4BC355900110837766105C,2012-09-18 11:38:47.990000000,2012-10-22 00:00:00,15000,451.24,1.0,60,0.28848,D,3,Business
90096,6BC93542320416982883C94,2012-03-07 12:54:47.203000000,2012-03-09 00:00:00,2000,84.89,1.0,36,0.33973,E,13,Household Expenses
90097,6BD535647128984392DDD21,2012-12-12 13:35:36.287000000,2012-12-19 00:00:00,2500,80.36,1.0,36,0.12528,A,6,Auto
90105,6AA9355446776857472DB2B,2012-07-30 21:09:39.400000000,2012-08-09 00:00:00,20000,500.07,1.0,60,0.19661,A,13,Household Expenses
90108,6AD935583019882571E729A,2012-09-14 05:39:07.420000000,2012-09-17 00:00:00,4000,169.13,1.0,36,0.33665,E,2,Home Improvement
90109,6ADC3541329176803C08831,2012-03-14 15:27:37.677000000,2012-03-20 00:00:00,15000,579.63,1.0,36,0.26681,D,2,Home Improvement
90119,B3B9353910802815753FDD2,2012-02-16 05:08:02.543000000,2012-03-02 00:00:00,18000,409.19,1.0,60,0.14766,A,1,Debt Consolidation
90125,A9AD3537320224796F30240,2012-01-29 22:48:26.687000000,2012-02-01 00:00:00,4000,122.58,1.0,36,0.06828,AA,1,Debt Consolidation
90129,F77E35578260185931BF042,2012-09-13 10:25:26.053000000,2012-09-18 00:00:00,10000,366.51,1.0,36,0.22712,C,1,Debt Consolidation
90142,BCDD35469491455357F1001,2012-05-13 12:18:30.007000000,2012-05-24 00:00:00,4000,107.88,1.0,60,0.23318,B,7,Other
90146,459D35640762077968B3F5C,2012-11-19 16:45:35.600000000,2012-11-30 00:00:00,2000,72.55,1.0,36,0.21945,C,1,Debt Consolidation
90147,459F3541147882947944165,2012-03-14 09:27:17.017000000,2012-03-23 00:00:00,12000,412.99,1.0,36,0.17359,B,1,Debt Consolidation
90163,877A35604150638782C4136,2012-10-28 11:10:55.633000000,2012-10-31 00:00:00,2500,81.72,1.0,36,0.13697,A,3,Business
90167,A4EB3564000320753FBA3C6,2012-12-04 12:00:05.030000000,2012-12-18 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90168,A4EE35498272814765BFC1F,2012-06-06 12:53:33.320000000,2012-06-13 00:00:00,8000,215.75,1.0,60,0.23318,B,1,Debt Consolidation
90169,A4EF3535882431374576D0F,2012-01-04 15:25:10.883000000,2012-01-09 00:00:00,13500,471.89,1.0,36,0.18478,B,1,Debt Consolidation
90173,25EB3561763148033D0A5AA,2012-10-30 15:58:18.670000000,2012-11-07 00:00:00,4000,125.2,1.0,60,0.30933,D,11,Engagement Ring
90180,244335535585288707CA2F0,2012-07-29 07:06:41.930000000,2012-08-06 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90183,54453553257449582F34ABF,2012-07-14 09:16:41.763000000,2012-07-27 00:00:00,25000,802.46,1.0,36,0.12427,A,2,Home Improvement
90184,5445356531616792787204B,2012-12-17 21:51:33.387000000,2012-12-27 00:00:00,4000,155.8,1.0,36,0.27285,D,1,Debt Consolidation
90190,78803562176285890C09DA7,2012-11-09 08:26:07.830000000,2012-11-16 00:00:00,3500,105.29,1.0,60,0.28848,D,13,Household Expenses
90194,78993558783692481D3A816,2012-09-25 14:15:11.313000000,2012-09-28 00:00:00,25000,693.03,1.0,60,0.24682,C,1,Debt Consolidation
90214,95543534573576661A11AEB,2011-12-27 12:30:03.823000000,2012-01-11 00:00:00,25000,803.63,1.0,36,0.12528,A,1,Debt Consolidation
90221,DC10355881124913037C921,2012-09-16 15:19:24.823000000,2012-10-16 00:00:00,6000,229.11,1.0,36,0.25781,D,15,Medical/Dental
90223,DC1A354080255998738B764,2012-03-07 20:24:50.240000000,2012-03-15 00:00:00,3500,151.99,1.0,36,0.35797,HR,2,Home Improvement
90239,460C3558689297423B184B1,2012-09-20 06:38:21.693000000,2012-09-28 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90241,462335411162183060E475A,2012-02-24 13:37:38.627000000,2012-03-15 00:00:00,11000,347.15,1.0,60,0.31375,D,1,Debt Consolidation
90243,462D35355135487238076F9,2012-01-06 09:35:17.017000000,2012-03-08 00:00:00,14000,408.3,1.0,60,0.27246,C,3,Business
90255,A51A3535769142151E80E81,2011-12-27 12:18:53.203000000,2012-01-05 00:00:00,4000,171.08,1.0,36,0.34577,E,15,Medical/Dental
90259,A5213548554480524E5F415,2012-05-31 07:07:35.810000000,2012-06-07 00:00:00,10000,292.87,1.0,60,0.27462,C,1,Debt Consolidation
90263,245135595981521591A6F91,2012-10-05 08:52:46.827000000,2012-11-05 00:00:00,20000,632.65,1.0,36,0.09988,AA,1,Debt Consolidation
90266,246D35485484525759040F8,2012-05-21 18:58:22.263000000,2012-05-30 00:00:00,15000,1382.13,1.0,12,0.26824,D,1,Debt Consolidation
90272,41FE3550700309564E0BD52,2012-06-18 16:39:19.443000000,2012-06-26 00:00:00,5000,460.71,1.0,12,0.26824,D,7,Other
90279,4DC63545843064511F1F178,2012-05-11 14:52:33.060000000,2012-05-17 00:00:00,2500,235.71,1.0,12,0.31368,E,1,Debt Consolidation
90281,4DD835585927511923EF46B,2012-09-14 07:47:15.153000000,2012-09-18 00:00:00,8500,302.16,1.0,36,0.20462,B,1,Debt Consolidation
90289,F60135513044908054C65C7,2012-07-09 10:55:53.153000000,2012-07-19 00:00:00,9500,335.21,1.0,36,0.19921,B,1,Debt Consolidation
90290,F60735555370916004F351A,2012-08-14 18:46:27.143000000,2012-08-29 00:00:00,25000,577.05,1.0,60,0.15936,A,2,Home Improvement
90294,F63C355869029263144E8BD,2012-09-27 09:00:08.200000000,2012-10-01 00:00:00,11000,327.59,1.0,60,0.28324,D,3,Business
90301,86B535370780393040C4513,2012-01-30 19:15:15.350000000,2012-02-03 00:00:00,8000,299.31,1.0,36,0.24246,C,3,Business
90304,86BF3563465790783E4377B,2012-11-19 17:44:14.880000000,2012-11-23 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90307,E406353548751089141FC95,2011-12-29 05:18:03.690000000,2012-01-17 00:00:00,6500,243.19,1.0,36,0.24246,C,1,Debt Consolidation
90312,E426355066655221891F34A,2012-06-18 10:29:53.060000000,2012-08-17 00:00:00,12500,366.74,1.0,60,0.27554,C,3,Business
90319,DF7A3560586326952F40289,2012-10-16 09:19:19.960000000,2012-10-24 00:00:00,14000,441.23,1.0,36,0.09736,AA,1,Debt Consolidation
90321,DF8D35594440149796CA6FB,2012-10-05 12:13:40.060000000,2012-10-10 00:00:00,15000,520.64,1.0,36,0.18725,B,1,Debt Consolidation
90332,466C355455514426664192D,2012-08-01 09:03:20.507000000,2012-08-03 00:00:00,4000,150.68,1.0,36,0.24758,C,1,Debt Consolidation
90342,87C635365159393298A853C,2012-01-06 13:35:15.720000000,2012-01-18 00:00:00,10000,398.18,1.0,36,0.28974,D,6,Auto
90347,82B0355934839390795D352,2012-09-25 10:19:37.857000000,2012-10-02 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
90353,25DB3547552557109611201,2012-05-14 11:00:45.800000000,2012-05-17 00:00:00,3000,103.54,1.0,36,0.18316,B,15,Medical/Dental
90359,27123541607018720B5627B,2012-03-14 10:52:41.010000000,2012-03-20 00:00:00,15000,422.25,1.0,60,0.25451,C,1,Debt Consolidation
90366,41703562196539112F28C20,2012-10-24 13:54:46.633000000,2012-10-26 00:00:00,4000,376.69,1.0,12,0.31134,E,1,Debt Consolidation
90367,61EF3562708300104B580D2,2012-11-11 21:31:43.540000000,2012-11-19 00:00:00,10000,347.09,1.0,36,0.18725,B,1,Debt Consolidation
90368,61F13551132672962F5EC6A,2012-06-22 04:11:29.227000000,2012-06-26 00:00:00,3000,127.34,1.0,36,0.33973,E,1,Debt Consolidation
90369,60A135603674500045DF436,2012-10-16 10:47:55.757000000,2012-10-30 00:00:00,15000,584.25,1.0,36,0.27285,D,3,Business
90382,A61E3561929533288CB2267,2012-11-07 09:00:42.373000000,2012-11-14 00:00:00,8000,178.89,1.0,60,0.14494,A,2,Home Improvement
90384,A63035639405173629043FF,2012-11-15 22:51:44.573000000,2012-11-30 00:00:00,10000,251.33,1.0,60,0.19907,B,1,Debt Consolidation
90387,86CB356189107416466D3AA,2012-10-19 21:21:14.797000000,2012-11-09 00:00:00,25000,634.43,1.0,60,0.20367,B,1,Debt Consolidation
90388,86CD3553114943942FE7D61,2012-07-19 13:21:52.767000000,2012-07-25 00:00:00,5000,138.66,1.0,60,0.24702,C,6,Auto
90389,AB93355666282630765E7B0,2012-08-21 16:48:10.260000000,2012-08-28 00:00:00,4000,0.0,1.0,12,0.30461,E,1,Debt Consolidation
90392,ABA33543443635478473728,2012-03-26 06:43:57.797000000,2012-03-28 00:00:00,4000,168.89,1.0,36,0.33553,E,1,Debt Consolidation
90396,DFA735502377490379ADFA3,2012-06-25 12:08:40.683000000,2012-06-27 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90398,DFC03546120310946ACD458,2012-04-29 16:07:55.840000000,2012-05-10 00:00:00,8500,285.17,1.0,36,0.15538,A,1,Debt Consolidation
90406,468A35507366889830BF801,2012-06-26 19:28:49.807000000,2012-07-03 00:00:00,3600,0.0,1.0,12,0.06589,AA,1,Debt Consolidation
90407,469C3548454077799F97355,2012-05-23 09:21:46.180000000,2012-05-31 00:00:00,6000,231.85,1.0,36,0.26681,D,1,Debt Consolidation
90410,46A335447506769033B7BC8,2012-04-27 09:22:51.003000000,2012-05-02 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90413,F8283566222430271383263,2012-12-10 09:35:24.183000000,2012-12-26 00:00:00,10000,300.83,1.0,60,0.28848,D,1,Debt Consolidation
90422,A59235458189902620AD8A0,2012-05-09 08:02:49.860000000,2012-05-17 00:00:00,15000,439.3,1.0,60,0.27462,C,7,Other
90430,82D23546520262144191AAF,2012-04-27 14:39:34.493000000,2012-05-01 00:00:00,4000,168.89,1.0,36,0.33553,E,7,Other
90431,82D435570328726454792DE,2012-09-06 20:01:22.383000000,2012-09-13 00:00:00,4500,400.79,1.0,12,0.18192,B,14,Large Purchases
90440,272235545972818899382BC,2012-08-15 13:12:35.150000000,2012-10-05 00:00:00,10000,394.91,1.0,36,0.28339,D,1,Debt Consolidation
90447,61F835564986733236D10EA,2012-09-06 13:56:01.020000000,2012-09-24 00:00:00,25000,679.71,1.0,60,0.23718,B,1,Debt Consolidation
90454,60683521232470169439245,2011-07-21 18:17:54.570000000,2012-01-23 00:00:00,8000,254.36,1.0,36,0.11766,A,1,Debt Consolidation
90455,606E3546688732429C4B2AB,2012-05-18 12:41:24.507000000,2012-05-24 00:00:00,8300,286.46,1.0,36,0.18316,B,1,Debt Consolidation
90464,4E1A3559295942687424E8A,2012-10-10 08:13:35.633000000,2012-10-26 00:00:00,7500,167.71,1.0,60,0.14494,A,13,Household Expenses
90465,E0DA35385311210156F2DA4,2012-02-01 19:09:53.660000000,2012-02-14 00:00:00,7500,280.6,1.0,36,0.24246,C,1,Debt Consolidation
90473,EE5F3551105398039650D44,2012-06-22 20:21:31.533000000,2012-06-29 00:00:00,4000,173.71,1.0,36,0.35797,HR,2,Home Improvement
90477,A9C135540941747275C468B,2012-08-13 19:23:37.010000000,2012-08-23 00:00:00,10000,384.96,1.0,36,0.26395,D,1,Debt Consolidation
90480,A9CB35504397357265408B1,2012-07-02 12:24:23.200000000,2012-07-10 00:00:00,20500,637.58,1.0,36,0.08829,AA,17,RV
90498,46EA3535087966418BAFF23,2011-12-27 13:54:50.550000000,2012-01-04 00:00:00,9000,292.67,1.0,60,0.32989,D,1,Debt Consolidation
90501,F7BA35512551206816F8DCB,2012-07-11 07:23:36.637000000,2012-07-27 00:00:00,2000,86.85,1.0,36,0.35797,HR,13,Household Expenses
90503,F7C83547001949149CC684C,2012-05-09 15:12:27.513000000,2012-05-17 00:00:00,4500,131.79,1.0,60,0.27462,C,7,Other
90513,A6203559086831769229F10,2012-09-23 08:48:26.027000000,2012-09-27 00:00:00,3000,101.87,1.0,60,0.35365,E,13,Household Expenses
90519,815B3560565032089AAAB31,2012-10-09 19:22:51.637000000,2012-10-30 00:00:00,2500,108.57,1.0,36,0.35797,HR,16,Motorcycle
90527,27EF356026720471168F3B7,2012-10-04 14:57:34.337000000,2012-10-10 00:00:00,3500,126.08,1.0,36,0.21434,C,15,Medical/Dental
90528,27F3355744470468156BA7E,2012-09-18 19:49:34.433000000,2012-09-28 00:00:00,3000,106.64,1.0,36,0.20462,B,13,Household Expenses
90542,52FE3565576992202C3E5AC,2012-12-19 06:53:03.033000000,2012-12-31 00:00:00,4000,123.56,1.0,60,0.30234,D,14,Large Purchases
90545,5EE93563844598427C2B388,2012-12-05 09:30:52.597000000,2012-12-07 00:00:00,2000,77.9,1.0,36,0.27285,D,1,Debt Consolidation
90546,5EE93564589175264892695,2012-12-05 11:18:57.303000000,2012-12-20 00:00:00,4100,132.95,1.0,36,0.13138,A,1,Debt Consolidation
90548,5EF43553211560502D7E126,2012-07-14 07:18:05.010000000,2012-07-19 00:00:00,5500,194.07,1.0,36,0.19921,B,2,Home Improvement
90549,5EFA3559241949826919DDD,2012-09-21 07:15:07.227000000,2012-09-27 00:00:00,15500,498.25,1.0,36,0.12528,A,1,Debt Consolidation
90550,5EFD35461988293658E0E84,2012-05-13 13:44:15.243000000,2012-06-05 00:00:00,15000,596.32,1.0,36,0.28851,D,1,Debt Consolidation
90556,EE803554991384157728343,2012-08-13 11:13:40.253000000,2012-08-15 00:00:00,10000,334.99,1.0,60,0.34614,E,6,Auto
90559,A9283546231152796BFCCB9,2012-04-23 09:08:23.003000000,2012-05-02 00:00:00,13000,492.99,1.0,36,0.25259,C,1,Debt Consolidation
90562,A9FD35624261898955333B9,2012-11-16 09:17:31.880000000,2012-11-26 00:00:00,4000,173.71,1.0,36,0.35797,HR,3,Business
90564,B1C13548499468038F8F02D,2012-05-23 13:33:51.097000000,2012-05-30 00:00:00,9500,327.88,1.0,36,0.18316,B,7,Other
90569,AFBB3544556476098EA95F5,2012-04-04 07:17:43.210000000,2012-04-12 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90584,2895355589155715524E8C2,2012-09-04 10:47:27.620000000,2012-09-06 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90589,DC423552615078335E689A8,2012-07-26 07:26:47.787000000,2012-07-31 00:00:00,4000,156.7,1.0,36,0.27725,D,1,Debt Consolidation
90591,FAE035612810830081CF342,2012-10-24 07:06:56.160000000,2012-10-30 00:00:00,15000,324.34,1.0,60,0.12992,AA,1,Debt Consolidation
90592,FAED3563274879897D5CA05,2012-11-11 07:01:44.053000000,2012-12-14 00:00:00,25000,543.69,1.0,60,0.13247,AA,1,Debt Consolidation
90594,FAFD3561524979554B857EB,2012-11-07 07:13:11.473000000,2012-11-26 00:00:00,3222,139.93,0.8055,36,0.35797,HR,19,Vacation
90603,B88F355542134401128F020,2012-08-13 19:45:26.030000000,2012-10-31 00:00:00,9000,283.65,1.0,36,0.09736,AA,1,Debt Consolidation
90612,FB073556569732330189FA4,2012-08-29 08:00:54.467000000,2012-09-07 00:00:00,5000,162.14,1.0,36,0.13138,A,1,Debt Consolidation
90614,817F355369465692962F82E,2012-07-22 04:12:04.643000000,2012-07-30 00:00:00,2000,83.91,1.0,36,0.33051,E,7,Other
90624,29503552185411298B32D0E,2012-07-10 14:50:21.267000000,2012-07-30 00:00:00,13000,360.38,1.0,60,0.24682,C,1,Debt Consolidation
90631,530D35352364276889D90CF,2012-01-02 17:33:11.913000000,2012-02-09 00:00:00,2000,179.89,1.0,12,0.24148,C,1,Debt Consolidation
90635,53163539871194565524D32,2012-02-13 18:23:32.030000000,2012-02-16 00:00:00,5000,197.45,1.0,36,0.28339,D,2,Home Improvement
90636,531A3564996822492A55E33,2012-12-13 18:40:09.777000000,2012-12-18 00:00:00,4000,377.81,1.0,12,0.31725,E,13,Household Expenses
90637,554B355207680262667384F,2012-07-13 06:47:35.443000000,2012-07-30 00:00:00,2500,108.57,1.0,36,0.35797,HR,1,Debt Consolidation
90650,A93E354650025389377F882,2012-05-11 10:20:30.737000000,2012-05-17 00:00:00,8500,268.26,1.0,60,0.31375,D,13,Household Expenses
90651,A93E3548563520397C077C1,2012-05-22 06:49:08.227000000,2012-06-13 00:00:00,12000,323.63,1.0,60,0.23318,B,16,Motorcycle
90659,B1F835459789670155A4687,2012-05-03 13:22:06.217000000,2012-05-17 00:00:00,15000,568.83,1.0,36,0.25259,C,7,Other
90664,B2233557572522639A3BCAE,2012-09-07 14:55:21.637000000,2012-09-11 00:00:00,5000,152.2,1.0,60,0.29464,D,1,Debt Consolidation
90670,F56C353774767333982E13C,2012-01-18 11:14:07.213000000,2012-01-31 00:00:00,15000,437.46,1.0,60,0.27246,C,1,Debt Consolidation
90671,C42C3545721511091503520,2012-04-18 07:10:07.967000000,2012-04-20 00:00:00,10850,419.27,1.0,36,0.26681,D,2,Home Improvement
90681,24943552292552549325033,2012-07-01 16:02:52.080000000,2012-07-18 00:00:00,2000,77.28,1.0,36,0.26681,D,1,Debt Consolidation
90687,C2213543755956574DB1805,2012-04-07 08:26:09.807000000,2012-04-17 00:00:00,7000,240.91,1.0,36,0.17359,B,1,Debt Consolidation
90699,E7C53545679614470790DD5,2012-04-26 23:18:34.117000000,2012-05-08 00:00:00,10500,417.42,1.0,36,0.28851,D,1,Debt Consolidation
90703,81B735434732586462B72C2,2012-04-06 10:37:49.533000000,2012-04-12 00:00:00,4000,173.71,1.0,36,0.35797,HR,1,Debt Consolidation
90710,261835536886821697D69C1,2012-07-24 18:36:59.777000000,2012-08-06 00:00:00,23000,496.76,1.0,60,0.12941,AA,2,Home Improvement
90711,261B3558430205514C04148,2012-09-24 07:34:48.603000000,2012-09-27 00:00:00,10500,288.87,1.0,60,0.24302,C,1,Debt Consolidation
90715,2628354778757772672E737,2012-05-27 15:27:07.750000000,2012-05-30 00:00:00,14000,410.02,1.0,60,0.27462,C,18,Taxes
90717,26303543962386623B735AF,2012-04-08 09:24:47.683000000,2012-04-18 00:00:00,6000,193.57,1.0,36,0.12782,A,1,Debt Consolidation
90719,555735370662005581BE2DE,2012-01-27 01:36:19.647000000,2012-02-07 00:00:00,15000,516.24,1.0,36,0.17359,B,1,Debt Consolidation
90734,70B435516690647166B4956,2012-07-16 12:54:11.507000000,2012-07-20 00:00:00,4000,141.14,1.0,36,0.19921,B,1,Debt Consolidation
